Value,Address,Address2,Date,Time,Date2,Time2,Case,Original_URL,Source,Atty,Atty_Contact,Address3,City,StateZip,State,Postal,County,Extra2
,590 Lenwood Dr,"Sparks, NV 89431, Washoe County",2025-07-11,10:00 am,,,24-30660-JP-N...,https://www.auction.com/details/590-lenwood-dr-sparks-nv-1752898,Auction.com,National Default Servicing Corporation,(602) 264-6101,"Sparks, NV 89431, Washoe County",Sparks,NV 89431,NV,89431, Washoe County,
164000.0,316 North Clinton Street,"Carthage, NY 13619, Jefferson County",2025-07-11,10:00 am,,,251925-1,https://www.auction.com/details/316-n-clinton-st-carthage-ny-1746086,Auction.com,FRIEDMAN VARTOLO LLP,,"Carthage, NY 13619, Jefferson County",Carthage,NY 13619,NY,13619, Jefferson County,
,3204 77th St,"East Elmhurst, NY 11370, Queens County",2025-07-11,10:00 am,,,3000-001077,https://www.auction.com/details/3204-77th-st-east-elmhurst-ny-1759917,Auction.com,"Knuckles, Komosinski & Manfro, LLP",,"East Elmhurst, NY 11370, Queens County",East Elmhurst,NY 11370,NY,11370, Queens County,
,303 Tuttle Avenue,"Canastota, NY 13032, Madison County",2025-07-11,10:00 am,,,22-004898,https://www.auction.com/details/303-tuttle-ave-canastota-ny-1761481,Auction.com,"Gross Polowy, LLC",,"Canastota, NY 13032, Madison County",Canastota,NY 13032,NY,13032, Madison County,
674000.0,118-25 202nd Street,"Saint Albans, NY 11412, Queens County",2025-07-11,10:00 am,,,182090-2,https://www.auction.com/details/11825-202nd-st-saint-albans-ny-1756166,Auction.com,FRIEDMAN VARTOLO LLP,,"Saint Albans, NY 11412, Queens County",Saint Albans,NY 11412,NY,11412, Queens County,
223000.0,2825 Denver Avenue,"Schenectady, NY 12306, Schenectady County",2025-07-11,10:00 am,,,223977-1,https://www.auction.com/details/2825-denver-ave-schenectady-ny-1723489,Auction.com,FRIEDMAN VARTOLO LLP,,"Schenectady, NY 12306, Schenectady County",Schenectady,NY 12306,NY,12306, Schenectady County,
252000.0,7727 Kelly Court,"Raleigh, NC 27615, Wake County",2025-07-11,10:00 am,,,3016.03524,https://www.auction.com/details/7727-kelley-ct-raleigh-nc-1750675,Auction.com,"Riley Pope and Laney, LLC",,"Raleigh, NC 27615, Wake County",Raleigh,NC 27615,NC,27615, Wake County,
,930 Crescent Rd,"Emporia, VA 23847, Greensville County",2025-07-11,10:00 am,,,23-06210-FC01,https://www.auction.com/details/930-crescent-rd-emporia-va-1735419,Auction.com,Brock and Scott PLLC,(910) 392-4988,"Emporia, VA 23847, Greensville County",Emporia,VA 23847,VA,23847, Greensville County,
,435 E Rainier St,"Othello, WA 99344, Adams County",2025-07-11,10:00 am,,,24-12475,https://www.auction.com/details/435-e-rainier-st-othello-wa-1778204,Auction.com,Ghidotti Berger LLP,(949) 427-2010,"Othello, WA 99344, Adams County",Othello,WA 99344,WA,99344, Adams County,
,1315 Laurel Lane,"Martinsville, VA 24112, Martinsville County",2025-07-11,1:45 pm,,,22-003298-VA-...,https://www.auction.com/details/1315-laurel-ln-martinsville-va-1745768,Auction.com,"RAS Crane, LLC",,"Martinsville, VA 24112, Martinsville County",Martinsville,VA 24112,VA,24112, Martinsville County,
287000.0,7611 Teal St,"La Vista, NE 68128, Sarpy County",2025-07-11,1:30 pm,,,247968,https://www.auction.com/details/7611-teal-st-la-vista-ne-1758039,Auction.com,"South Law, P.C.",(913) 663-7600,"La Vista, NE 68128, Sarpy County",La Vista,NE 68128,NE,68128, Sarpy County,
,414 Whiteman Hill Rd,"New Martinsville, WV 26155, Wetzel County",2025-07-11,1:30 pm,,,91448,https://www.auction.com/details/414-whiteman-hill-rd-new-martinsville-wv-1761795,Auction.com,Seneca Trustees,(304) 413-0044,"New Martinsville, WV 26155, Wetzel County",New Martinsville,WV 26155,WV,26155, Wetzel County,
,9002 Highway 51,"Courtland, MS 38620, Panola County",2025-07-11,1:00 pm,,,2025-13777-MS,https://www.auction.com/details/9002-highway-51-courtland-ms-1754801,Auction.com,"Nestor Solutions, LLC",(888) 403-4115,"Courtland, MS 38620, Panola County",Courtland,MS 38620,MS,38620, Panola County,
,1815 Eisenhower Dr,"Vicksburg, MS 39180, Warren County",2025-07-11,1:00 pm,,,F25-0030,https://www.auction.com/details/1815-eisenhower-dr-vicksburg-ms-1755746,Auction.com,"Dean Morris, L.L.C.",,"Vicksburg, MS 39180, Warren County",Vicksburg,MS 39180,MS,39180, Warren County,
,1208 Ridgewood Ln,"Picayune, MS 39466, Pearl River County",2025-07-11,1:00 pm,,,F25-0278,https://www.auction.com/details/1208-ridgewood-ln-picayune-ms-1762112,Auction.com,"Dean Morris, L.L.C.",,"Picayune, MS 39466, Pearl River County",Picayune,MS 39466,MS,39466, Pearl River County,
,31 Walter Penton Rd,"Carriere, MS 39426, Pearl River County",2025-07-11,1:00 pm,,,F24-0419,https://www.auction.com/details/31-walter-penton-rd-carriere-ms-1763386,Auction.com,"Dean Morris, L.L.C.",,"Carriere, MS 39426, Pearl River County",Carriere,MS 39426,MS,39426, Pearl River County,
,609 Pine St,"Picayune, MS 39466, Pearl River County",2025-07-11,1:00 pm,,,2025-14612-MS,https://www.auction.com/details/609-pine-st-picayune-ms-1767700,Auction.com,"Nestor Solutions, LLC",(888) 403-4115,"Picayune, MS 39466, Pearl River County",Picayune,MS 39466,MS,39466, Pearl River County,
348000.0,166 Christina Marie Dr,"O Fallon, MO 63368, St. Charles County",2025-07-11,1:00 pm,,,246299,https://www.auction.com/details/166-christina-marie-dr-o-fallon-mo-1772844,Auction.com,"South Law, P.C.",(913) 663-7600,"O Fallon, MO 63368, St. Charles County",O Fallon,MO 63368,MO,63368, St. Charles County,
,11739 Elk Heights Lane SE,"Yelm, WA 98597, Thurston County",2025-07-11,1:00 pm,,,23-00799WA,https://www.auction.com/details/11739-elk-heights-ln-se-yelm-wa-1766125,Auction.com,"Affinia Default Services, LLC c/o McCalla Raymer Leibert Pierce",(503) 488-3527,"Yelm, WA 98597, Thurston County",Yelm,WA 98597,WA,98597, Thurston County,
,14528 Kolin Ave,"Midlothian, IL 60445, Cook County",2025-08-01,,,,,https://www.auction.com/details/14528-kolin-ave-midlothian-il-1779961,Auction.com,"Heavner, Beyers & Mihlar, LLC",(217) 422-1719,"Midlothian, IL 60445, Cook County",Midlothian,IL 60445,IL,60445, Cook County,
,402 N. Madison St,"Clinton, IL 61727, Dewitt County",2025-08-01,,,,14-23-02670,https://www.auction.com/details/402-n-madison-st-clinton-il-1745943,Auction.com,CODILIS & ASSOCIATES PC,(630) 794-5300,"Clinton, IL 61727, Dewitt County",Clinton,IL 61727,IL,61727, Dewitt County,
,5909 W 99th St,"Oak Lawn, IL 60453, Cook County",2025-08-01,,,,1679685,https://www.auction.com/details/5909-w-99th-st-oak-lawn-il-1771265,Auction.com,"Heavner, Beyers & Mihlar, LLC",(217) 422-1719,"Oak Lawn, IL 60453, Cook County",Oak Lawn,IL 60453,IL,60453, Cook County,
,806 Joliet Drive,"Cahokia, IL 62206, Saint Clair County",2025-08-01,,,,,https://www.auction.com/details/806-joliet-dr-cahokia-il-1786981,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(312) 346-9088,"Cahokia, IL 62206, Saint Clair County",Cahokia,IL 62206,IL,62206, Saint Clair County,
,2100 West 63rd Avenue,"Merrillville, IN 46410, Lake County",2025-08-01,,,,15-24-00474,https://www.auction.com/details/2100-w-63rd-ave-merrillville-in-1779635,Auction.com,"Codilis Law, LLC",,"Merrillville, IN 46410, Lake County",Merrillville,IN 46410,IN,46410, Lake County,
,418 Dallas St,"Gary, IN 46406, Lake County",2025-08-01,,,,,https://www.auction.com/details/418-dallas-st-gary-in-1755504,Auction.com,Manley Deas Kochalski LLC.,,"Gary, IN 46406, Lake County",Gary,IN 46406,IN,46406, Lake County,
,5407 Mountain Elk Court,"Las Vegas, NV 89148, Clark County",2025-08-01,9:00 am,,,24-70747,https://www.auction.com/details/5407-mountain-elk-ct-las-vegas-nv-1763052,Auction.com,"ZBS Law, LLP",(702) 948-8565,"Las Vegas, NV 89148, Clark County",Las Vegas,NV 89148,NV,89148, Clark County,
,580 Via Di Parione Ct,"Henderson, NV 89011, Clark County",2025-08-01,9:00 am,,,24-01319-FS-N...,https://www.auction.com/details/580-via-di-parione-ct-henderson-nv-1777823,Auction.com,National Default Servicing Corporation,(602) 264-6101,"Henderson, NV 89011, Clark County",Henderson,NV 89011,NV,89011, Clark County,
,3014 Playa Del Rey Street,"Las Vegas, NV 89169, Clark County",2025-08-01,9:00 am,,,NV-25-1007692...,https://www.auction.com/details/3014-playa-del-rey-st-las-vegas-nv-1783287,Auction.com,Quality Loan Service Corporation,,"Las Vegas, NV 89169, Clark County",Las Vegas,NV 89169,NV,89169, Clark County,
,7914 SE Evergreen Hwy,"Vancouver, WA 98664, Clark County",2025-08-01,9:00 am,,,128798-WA,https://www.auction.com/details/7914-se-evergreen-hwy-vancouver-wa-1697491,Auction.com,Aldridge Pite LLP,(858) 750-7777,"Vancouver, WA 98664, Clark County",Vancouver,WA 98664,WA,98664, Clark County,
,505 Terrace Blvd,"Shelton, WA 98584, Mason County",2025-08-01,9:00 am,,,132428-WA,https://www.auction.com/details/505-terrace-blvd-shelton-wa-1699563,Auction.com,Aldridge Pite LLP,(858) 750-7777,"Shelton, WA 98584, Mason County",Shelton,WA 98584,WA,98584, Mason County,
,3722 E Spokane St,"Tacoma, WA 98404, Pierce County",2025-08-01,9:00 am,,,132221-WA,https://www.auction.com/details/3722-e-spokane-st-tacoma-wa-1703323,Auction.com,Aldridge Pite LLP,(858) 750-7777,"Tacoma, WA 98404, Pierce County",Tacoma,WA 98404,WA,98404, Pierce County,
,10032 NE 19th St,"Vancouver, WA 98664, Clark County",2025-08-01,9:00 am,,,117937-WA,https://www.auction.com/details/10032-ne-19th-st-vancouver-wa-1703590,Auction.com,Aldridge Pite LLP,(858) 750-7777,"Vancouver, WA 98664, Clark County",Vancouver,WA 98664,WA,98664, Clark County,
,13804 112th Avenue Court East,"Puyallup, WA 98374, Pierce County",2025-08-01,9:00 am,,,WA-25-1007929...,https://www.auction.com/details/13804-112th-avenue-ct-e-puyallup-wa-1706293,Auction.com,"McCarthy & Holthus, LLP",,"Puyallup, WA 98374, Pierce County",Puyallup,WA 98374,WA,98374, Pierce County,
,512 S Grant Street,"Warden, WA 98857, Grant County",2025-08-01,9:00 am,,,WA-25-1007571...,https://www.auction.com/details/512-s-grant-ave-warden-wa-1706294,Auction.com,"McCarthy & Holthus, LLP",,"Warden, WA 98857, Grant County",Warden,WA 98857,WA,98857, Grant County,
,20505 93rd Ave Ct E Unit #6,"Graham, WA 98338, Pierce County",2025-08-01,9:00 am,,,24-71905,https://www.auction.com/details/20505-93rd-avenue-ct-e-graham-wa-1707341,Auction.com,"North Star Trustee, LLC",(206) 866-5345,"Graham, WA 98338, Pierce County",Graham,WA 98338,WA,98338, Pierce County,
,10208 D St E,"Tacoma, WA 98445, Pierce County",2025-08-01,9:00 am,,,25-72390,https://www.auction.com/details/10208-d-st-e-tacoma-wa-1707697,Auction.com,"North Star Trustee, LLC",(206) 866-5345,"Tacoma, WA 98445, Pierce County",Tacoma,WA 98445,WA,98445, Pierce County,
,426 S 81st Ave,"Yakima, WA 98908, Yakima County",2025-08-01,9:00 am,,,23-66855,https://www.auction.com/details/426-s-81st-ave-yakima-wa-1709208,Auction.com,"North Star Trustee, LLC",(206) 866-5345,"Yakima, WA 98908, Yakima County",Yakima,WA 98908,WA,98908, Yakima County,
,2109 South 75th Avenue Yakima,"Yakima, WA 98903, Yakima County",2025-08-01,9:00 am,,,24-72129,https://www.auction.com/details/2109-s-75th-ave-yakima-wa-1709209,Auction.com,"North Star Trustee, LLC",(206) 866-5345,"Yakima, WA 98903, Yakima County",Yakima,WA 98903,WA,98903, Yakima County," Washington 98908,2109 S 75th Ave"
,1407 Whatcom St.,"Bellingham, WA 98229, Whatcom County",2025-08-01,9:00 am,,,25-72468,https://www.auction.com/details/1407-whatcom-st-bellingham-wa-1709651,Auction.com,"North Star Trustee, LLC",(206) 866-5345,"Bellingham, WA 98229, Whatcom County",Bellingham,WA 98229,WA,98229, Whatcom County, #31
,6010 NE 45th Court,"Vancouver, WA 98661, Clark County",2025-08-01,9:00 am,,,WA-24-1005316...,https://www.auction.com/details/6010-ne-45th-ct-vancouver-wa-1710694,Auction.com,"McCarthy & Holthus, LLP",,"Vancouver, WA 98661, Clark County",Vancouver,WA 98661,WA,98661, Clark County,
,8418 358th St S,"Roy, WA 98580, Pierce County",2025-08-01,9:00 am,,,WA06000066-22,https://www.auction.com/details/8418-358-st-roy-wa-1710720,Auction.com,Trustee Corps,(949) 252-8300,"Roy, WA 98580, Pierce County",Roy,WA 98580,WA,98580, Pierce County,
,1653 Grandview Pl,"Ferndale, WA 98248, Whatcom County",2025-08-01,9:00 am,,,WA06000124-23,https://www.auction.com/details/1653-grandview-pl-ferndale-wa-1711444,Auction.com,Trustee Corps,(949) 252-8300,"Ferndale, WA 98248, Whatcom County",Ferndale,WA 98248,WA,98248, Whatcom County,
,17209 92nd Ave E,"Puyallup, WA 98375, Pierce County",2025-08-01,9:00 am,,,WA07000350-23,https://www.auction.com/details/17209-92nd-ave-e-puyallup-wa-1712172,Auction.com,Trustee Corps,(949) 252-8300,"Puyallup, WA 98375, Pierce County",Puyallup,WA 98375,WA,98375, Pierce County,
,6668 E Roosevelt Ave,"Tacoma, WA 98404, Pierce County",2025-08-01,9:00 am,,,WA-25-1007184...,https://www.auction.com/details/6668-e-roosevelt-ave-tacoma-wa-1713485,Auction.com,"McCarthy & Holthus, LLP",,"Tacoma, WA 98404, Pierce County",Tacoma,WA 98404,WA,98404, Pierce County,
,635 Holly Ct,"Shelton, WA 98584, Mason County",2025-08-01,9:00 am,,,WA06000127-23,https://www.auction.com/details/635-holly-ct-shelton-wa-1715160,Auction.com,Trustee Corps,(949) 252-8300,"Shelton, WA 98584, Mason County",Shelton,WA 98584,WA,98584, Mason County,
,11202 NE 16th St,"Vancouver, WA 98684, Clark County",2025-08-01,9:00 am,,,24-71837,https://www.auction.com/details/11202-ne-16th-st-vancouver-wa-1717648,Auction.com,"North Star Trustee, LLC",(206) 866-5345,"Vancouver, WA 98684, Clark County",Vancouver,WA 98684,WA,98684, Clark County,
,402 S A St,"Buckley, WA 98321, Pierce County",2025-08-01,9:00 am,,,WA-24-1002938...,https://www.auction.com/details/402-s-a-st-buckley-wa-1740485,Auction.com,"McCarthy & Holthus, LLP",,"Buckley, WA 98321, Pierce County",Buckley,WA 98321,WA,98321, Pierce County,
,6107 NE Hazel Dell Ave,"Vancouver, WA 98665, Clark County",2025-08-01,9:00 am,,,WA-24-990356-...,https://www.auction.com/details/6107-ne-hazel-dell-ave-vancouver-wa-1749128,Auction.com,"McCarthy & Holthus, LLP",,"Vancouver, WA 98665, Clark County",Vancouver,WA 98665,WA,98665, Clark County,
,6309 S K St,"Tacoma, WA 98408, Pierce County",2025-08-01,9:00 am,,,WA-23-961967-...,https://www.auction.com/details/6309-s-k-st-tacoma-wa-1759543,Auction.com,"McCarthy & Holthus, LLP",,"Tacoma, WA 98408, Pierce County",Tacoma,WA 98408,WA,98408, Pierce County,
,2501 S Ainsworth Ave,"Tacoma, WA 98405, Pierce County",2025-08-01,9:00 am,,,179609,https://www.auction.com/details/2501-s-ainsworth-ave-tacoma-wa-1759556,Auction.com,Prime Recon LLC,(888) 725-4142,"Tacoma, WA 98405, Pierce County",Tacoma,WA 98405,WA,98405, Pierce County,
,2000 4th Ave SW,"Quincy, WA 98848, Grant County",2025-08-01,9:00 am,,,24-71485,https://www.auction.com/details/2000-4th-ave-sw-quincy-wa-1767284,Auction.com,"North Star Trustee, LLC",(206) 866-5345,"Quincy, WA 98848, Grant County",Quincy,WA 98848,WA,98848, Grant County,
,210 N G St Unit D,"Tacoma, WA 98403, Pierce County",2025-08-01,9:00 am,,,129863-WA,https://www.auction.com/details/210-n-g-st-tacoma-wa-1767626,Auction.com,Aldridge Pite LLP,(858) 750-7777,"Tacoma, WA 98403, Pierce County",Tacoma,WA 98403,WA,98403, Pierce County,
,411 West Fourth Plain Blvd,"Vancouver, WA 98660, Clark County",2025-08-01,9:00 am,,,24-71825,https://www.auction.com/details/411-w-fourth-plain-blvd-vancouver-wa-1767956,Auction.com,"North Star Trustee, LLC",(206) 866-5345,"Vancouver, WA 98660, Clark County",Vancouver,WA 98660,WA,98660, Clark County,
,7643 East D Street,"Tacoma, WA 98404, Pierce County",2025-08-01,9:00 am,,,WA-22-898389-...,https://www.auction.com/details/7643-e-d-st-tacoma-wa-1770882,Auction.com,"McCarthy & Holthus, LLP",,"Tacoma, WA 98404, Pierce County",Tacoma,WA 98404,WA,98404, Pierce County,
,824 N Vista Dr,"Moses Lake, WA 98837, Grant County",2025-08-01,9:00 am,,,130481-WA,https://www.auction.com/details/824-n-vista-dr-moses-lake-wa-1773823,Auction.com,Aldridge Pite LLP,(858) 750-7777,"Moses Lake, WA 98837, Grant County",Moses Lake,WA 98837,WA,98837, Grant County,
,32110 61st Ave Ct S,"Roy, WA 98580  , Pierce County",2025-08-01,9:00 am,,,2023-00205-WA,https://www.auction.com/details/32110-61st-avenue-ct-s-roy-wa-1774023,Auction.com,Western Progressive,(206) 876-9986,"Roy, WA 98580  , Pierce County",Roy,WA 98580,WA,98580, Pierce County,
,611 114th St S,"Tacoma, WA 98444, Pierce County",2025-08-01,9:00 am,,,WA-24-1002131...,https://www.auction.com/details/611-114th-st-s-tacoma-wa-1777310,Auction.com,"McCarthy & Holthus, LLP",,"Tacoma, WA 98444, Pierce County",Tacoma,WA 98444,WA,98444, Pierce County,
,1417 Avalon St,"Walla Walla, WA 99362, Walla Walla County",2025-08-01,9:00 am,,,WA-23-966954-...,https://www.auction.com/details/1417-avalon-st-walla-walla-wa-1777986,Auction.com,"McCarthy & Holthus, LLP",,"Walla Walla, WA 99362, Walla Walla County",Walla Walla,WA 99362,WA,99362, Walla Walla County,
,22705 163rd Avenue E,"Graham, WA 98338, Pierce County",2025-08-01,9:00 am,,,23-128663-FC0...,https://www.auction.com/details/22705-163rd-ave-e-graham-wa-1674190,Auction.com,Aztec Foreclosure Corp,(877) 257-0717,"Graham, WA 98338, Pierce County",Graham,WA 98338,WA,98338, Pierce County,
,506 SE 11th Street,"Battle Ground, WA 98604, Clark County",2025-08-01,9:00 am,,,2024-00265-WA,https://www.auction.com/details/506-se-11th-st-battle-ground-wa-1695077,Auction.com,Western Progressive,(206) 876-9986,"Battle Ground, WA 98604, Clark County",Battle Ground,WA 98604,WA,98604, Clark County,
,814 295th St E,"Roy, WA 98580, Pierce County",2025-08-01,9:00 am,,,WA-24-996172-...,https://www.auction.com/details/814-295th-st-e-roy-wa-1779682,Auction.com,"McCarthy & Holthus, LLP",,"Roy, WA 98580, Pierce County",Roy,WA 98580,WA,98580, Pierce County,
,2602 SE Talton Ave,"Vancouver, WA 98683, Clark County",2025-08-01,9:00 am,,,WA-23-953301-...,https://www.auction.com/details/2602-se-talton-ave-vancouver-wa-1783031,Auction.com,"McCarthy & Holthus, LLP",,"Vancouver, WA 98683, Clark County",Vancouver,WA 98683,WA,98683, Clark County,
,805 E Tanoak Ave,"La Center, WA 98629, Clark County",2025-08-01,9:00 am,,,WA05000109-24,https://www.auction.com/details/805-e-tanoak-ave-la-center-wa-1783247,Auction.com,Trustee Corps,(949) 252-8300,"La Center, WA 98629, Clark County",La Center,WA 98629,WA,98629, Clark County,
,850 J St,"Ephrata, WA 98823, Grant County",2025-08-01,9:00 am,,,,https://www.auction.com/details/850-j-st-se-ephrata-wa-1713381,Auction.com,"McCalla Raymer, L.L.C.",(312) 346-9088,"Ephrata, WA 98823, Grant County",Ephrata,WA 98823,WA,98823, Grant County,
,3118 S Melrose St,"Tacoma, WA 98405, Pierce County",2025-08-01,9:00 am,,,,https://www.auction.com/details/3118-s-melrose-st-tacoma-wa-1603234,Auction.com,"McCalla Raymer, L.L.C.",(312) 346-9088,"Tacoma, WA 98405, Pierce County",Tacoma,WA 98405,WA,98405, Pierce County,
,209 Woodland Ridge Rd,"Odenville, AL 35120, St. Clair County",2025-08-01,11:00 am,,,25-40035-WF-A...,https://www.auction.com/details/209-woodland-ridge-rd-odenville-al-1787240,Auction.com,"Tiffany & Bosco, P.A.",(205) 930-5200,"Odenville, AL 35120, St. Clair County",Odenville,AL 35120,AL,35120, St. Clair County,
,427 N Amanda Aguirre Ct,"San Luis, AZ 85349, Yuma County",2025-08-01,10:00 am,,,25-02467-MS-A...,https://www.auction.com/details/427-n-amanda-aguirre-ct-san-luis-az-1772175,Auction.com,"Tiffany & Bosco, PA",(602) 255-6000,"San Luis, AZ 85349, Yuma County",San Luis,AZ 85349,AZ,85349, Yuma County,
,9549 E 36th Ln,"Yuma, AZ 85365, Yuma County",2025-08-01,10:00 am,,,25-003772,https://www.auction.com/details/9549-e-36th-ln-yuma-az-1778688,Auction.com,America West Lender Services,(844) 693-4761,"Yuma, AZ 85365, Yuma County",Yuma,AZ 85365,AZ,85365, Yuma County,
,255 Yellow Pine Rd,"Reno, NV 89511, Washoe County",2025-08-01,10:00 am,,,2018-00115-NV,https://www.auction.com/details/255-yellow-pine-rd-reno-nv-1784699,Auction.com,Western Progressive,(866) 960-8299,"Reno, NV 89511, Washoe County",Reno,NV 89511,NV,89511, Washoe County,
,2400 W Star Lake Dr,"Elma, WA 98541, Mason County",2025-08-01,10:00 am,,,WA07000199-22,https://www.auction.com/details/2400-w-star-lake-dr-elma-wa-1758383,Auction.com,Trustee Corps,(949) 252-8300,"Elma, WA 98541, Mason County",Elma,WA 98541,WA,98541, Mason County,
,1506 NE Echo Drive,"Bremerton, WA 98311, Kitsap County",2025-08-01,1:00 pm,,,23-66840,https://www.auction.com/details/1506-ne-echo-dr-bremerton-wa-1708693,Auction.com,"North Star Trustee, LLC",(206) 866-5345,"Bremerton, WA 98311, Kitsap County",Bremerton,WA 98311,WA,98311, Kitsap County,
,1394 Marlin Dr SE,"Port Orchard, WA 98366, Kitsap County",2025-08-01,1:00 pm,,,WA-25-1007756...,https://www.auction.com/details/1394-marlin-dr-se-port-orchard-wa-1711991,Auction.com,"McCarthy & Holthus, LLP",,"Port Orchard, WA 98366, Kitsap County",Port Orchard,WA 98366,WA,98366, Kitsap County,
,7742 Winding Way N,"Tipp City, OH 45371, Miami County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,25 CV 00071,https://www.auction.com/details/7742-winding-way-n-tipp-city-oh-1785213,Auction.com,RAS Crane LLC,(470) 321-7112,"Tipp City, OH 45371, Miami County",Tipp City,OH 45371,OH,45371, Miami County,
,511 & 511 1/2 Plymouth Street,"Bucyrus, OH 44820, Crawford County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,25 CV 0030,https://www.auction.com/details/511-plymouth-st-bucyrus-oh-1785214,Auction.com,"Clunk, Hoose Co. LPA",(330) 436-6616,"Bucyrus, OH 44820, Crawford County",Bucyrus,OH 44820,OH,44820, Crawford County,
,7990 Chambersburg Road,"Huber Heights, OH 45424, Montgomery County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,2024 CV 05877,https://www.auction.com/details/7990-chambersburg-rd-huber-heights-oh-1785215,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611,"Huber Heights, OH 45424, Montgomery County",Huber Heights,OH 45424,OH,45424, Montgomery County,
,9065 MacEdonia Road,"Hopewell, OH 43746, Muskingum County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,CE2025-0053,https://www.auction.com/details/9065-macedonia-rd-hopewell-oh-1785216,Auction.com,"Sandhu Law Group, LLC",(216) 373-1001,"Hopewell, OH 43746, Muskingum County",Hopewell,OH 43746,OH,43746, Muskingum County,
,1548 Wilson Avenue,"Columbus, OH 43207, Franklin County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,24CV008857,https://www.auction.com/details/1548-wilson-ave-columbus-oh-1785217,Auction.com,"Sandhu Law Group, LLC",(216) 373-1001,"Columbus, OH 43207, Franklin County",Columbus,OH 43207,OH,43207, Franklin County,
,2100 Ferris Road,"Columbus, OH 43224, Franklin County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,22CV005098,https://www.auction.com/details/2100-ferris-rd-columbus-oh-1785218,Auction.com,"Sandhu Law Group, LLC",(216) 373-1001,"Columbus, OH 43224, Franklin County",Columbus,OH 43224,OH,43224, Franklin County,
,20 Elm Hill Dr,"Dayton, OH 45415, Montgomery County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,2025 CV 00857,https://www.auction.com/details/20-elm-hill-dr-dayton-oh-1785219,Auction.com,"Cooke Demers, LLC",(614) 939-0930,"Dayton, OH 45415, Montgomery County",Dayton,OH 45415,OH,45415, Montgomery County,
,361 E Parkleigh Drive,"Seven Hills, OH 44131, Cuyahoga County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,CV-23-984537,https://www.auction.com/details/361-e-parkleigh-dr-seven-hills-oh-1785494,Auction.com,"Diaz Anselmo & Associates, P.A.",(630) 453-6960,"Seven Hills, OH 44131, Cuyahoga County",Seven Hills,OH 44131,OH,44131, Cuyahoga County,
,1205 N. Main St.,"Lewisburg, OH 45338, Preble County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,24CV033182,https://www.auction.com/details/1205-n-main-st-lewisburg-oh-1743219,Auction.com,RAS Crane LLC,(470) 321-7112,"Lewisburg, OH 45338, Preble County",Lewisburg,OH 45338,OH,45338, Preble County,
,270 S Richardson Ave,"Columbus, OH 43204, Franklin County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,22CV008827,https://www.auction.com/details/270-s-richardson-ave-columbus-oh-1746593,Auction.com,RAS Crane LLC,(470) 321-7112,"Columbus, OH 43204, Franklin County",Columbus,OH 43204,OH,43204, Franklin County,
,11319 Richford Drive,"Cincinnati, OH 45231, Hamilton County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,A 2403997,https://www.auction.com/details/11319-richford-dr-cincinnati-oh-1761686,Auction.com,Sottile & Barile LLC,,"Cincinnati, OH 45231, Hamilton County",Cincinnati,OH 45231,OH,45231, Hamilton County,
,274 Boyleston Avenue,"Newark, OH 43055, Licking County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,2025CV00202,https://www.auction.com/details/274-boyleston-ave-newark-oh-1785180,Auction.com,"Reimer, Arnovitz, Chernek & Jeffrey Co. , L.P.A.",(440) 600-5500,"Newark, OH 43055, Licking County",Newark,OH 43055,OH,43055, Licking County,
,2941 Springtime Drive,"Oregon, OH 43616, Lucas County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,G-4801-CI-020...,https://www.auction.com/details/2941-springtime-dr-oregon-oh-1785187,Auction.com,"Reisenfeld and Associates, LLC",(513) 322-7000,"Oregon, OH 43616, Lucas County",Oregon,OH 43616,OH,43616, Lucas County,
,1580 Marion Road,"Bucyrus, OH 44820, Crawford County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,24CV0037,https://www.auction.com/details/1580-marion-rd-bucyrus-oh-1785188,Auction.com,"Reimer, Arnovitz, Chernek & Jeffrey Co. , L.P.A.",(440) 600-5500,"Bucyrus, OH 44820, Crawford County",Bucyrus,OH 44820,OH,44820, Crawford County,
,107 North Ashburton Road,"Columbus, OH 43213, Franklin County",2025-07-29,2:00 PM ,29-Jul-25,2:00 PM ,23CV002914,https://www.auction.com/details/107-n-ashburton-rd-columbus-oh-1785189,Auction.com,Padgett Law Group,(850) 422-2520,"Columbus, OH 43213, Franklin County",Columbus,OH 43213,OH,43213, Franklin County,
