Value,Address,Address2,Date,Time,Date2,Time2,Case,URL,Source,Atty,Atty_Contact
,102 S 8th Avenue,"Ione, WA 99139, Pend Oreille County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,WA-25-1010923...,https://www.auction.com/details/102-s-8th-ave-ione-wa-1745865,Auction.com,"McCarthy & Holthus, LLP",
,3303 103rd Dr NE,"Lake Stevens, WA 98258, Snohomish County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,WA05000002-25,https://www.auction.com/details/3303-103rd-dr-ne-lake-stevens-wa-1747035,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,1998 Meadowood Loop,"Woodland, WA 98674, Cowlitz County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,WA06000041-25,https://www.auction.com/details/1998-meadowood-loop-woodland-wa-1747344,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,4105 SW 322nd St,"Federal Way, WA 98023, King County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,WA-25-1009471...,https://www.auction.com/details/4105-sw-322nd-st-federal-way-wa-1748866,Auction.com,"McCarthy & Holthus, LLP",
,427 Pleasant Ave,"Pe Ell, WA 98572, Lewis County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,WA-25-1009175...,https://www.auction.com/details/427-pleasant-ave-pe-ell-wa-1751682,Auction.com,"McCarthy & Holthus, LLP",
,2327 Yale Ave E #c,"Seattle, WA 98102, King County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,WA-25-1011142...,https://www.auction.com/details/2327-yale-ave-e-seattle-wa-1753162,Auction.com,"McCarthy & Holthus, LLP",
,12246 S 20th Ave,"Seattle, WA 98168, King County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,WA-24-1000153...,https://www.auction.com/details/12246-20th-ave-s-seattle-wa-1755562,Auction.com,"McCarthy & Holthus, LLP",
,140 Brockway Rd,"Chehalis, WA 98532, Lewis County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,WA-25-1011743...,https://www.auction.com/details/140-brockway-rd-chehalis-wa-1755677,Auction.com,"McCarthy & Holthus, LLP",
,4720 N Conklin Rd,"Spokane Valley, WA 99216, Spokane County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,WA05000022-25,https://www.auction.com/details/4720-n-conklin-rd-spokane-valley-wa-1756128,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,22831 30th Ave S Apt 201,"Des Moines, WA 98198, King County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,WA07000013-25,https://www.auction.com/details/22831-30th-ave-s-des-moines-wa-1756264,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,11704 40th Ave NE,"Seattle, WA 98125, King County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,182423,https://www.auction.com/details/11704-40th-ave-ne-seattle-wa-1756411,Auction.com,Prime Recon LLC,Borrowers/homeowners should call (888) 725-4142
,305 SE Grant Street,"Pullman, WA 99163, Whitman County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,24-01390WA,https://www.auction.com/details/305-se-grant-st-pullman-wa-1778306,Auction.com,"Affinia Default Services, LLC c/o McCalla Raymer Leibert Pierce",Borrowers/homeowners should call (503) 488-3527
,1313 Road 54,"Pasco, WA 99301, Franklin County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,24-70512,https://www.auction.com/details/1313-road-54-pasco-wa-1781021,Auction.com,"North Star Trustee, LLC",Borrowers/homeowners should call (206) 866-5345
,161 E Kinkaid Street,"Port Hadlock, WA 98339, Jefferson County","Friday, Sep 19, 2025
Add to calendar",9:00 am,,,20-126536-FC0...,https://www.auction.com/details/161-e-kinkaid-st-port-hadlock-wa-1783713,Auction.com,Aztec Foreclosure Corp,Borrowers/homeowners should call (877) 257-0717
,539 N River Rock Drive,"Belgrade, MT 59714-7224, Gallatin County","Friday, Sep 19, 2025
Add to calendar",2:00 pm,,,MT22876,https://www.auction.com/details/539-n-river-rock-dr-belgrade-mt-1754210,Auction.com,"Halliday, Watkins and Mann, P.C.",Borrowers/homeowners should call (801) 355-2886
,19612 25th St Ct Kp S,"Lakebay, WA 98349, Pierce County","Friday, Sep 19, 2025
Add to calendar",10:00 am,,,WA07000119-25,https://www.auction.com/details/19612-25th-street-ct-sw-lakebay-wa-1767394,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,21104 E Tara Rd,"Benton City, WA 99320, Benton County","Friday, Sep 19, 2025
Add to calendar",1:00 pm,,,WA-25-1009952...,https://www.auction.com/details/21104-e-tara-rd-benton-city-wa-1749203,Auction.com,"McCarthy & Holthus, LLP",
,8436 W Canyon Ave,"Kennewick, WA 99336, Benton County","Friday, Sep 19, 2025
Add to calendar",1:00 pm,,,WA-25-1007893...,https://www.auction.com/details/8436-w-canyon-ave-kennewick-wa-1744331,Auction.com,"McCarthy & Holthus, LLP",
,1687 NW 2nd Ave,"Fruitland, ID 83619, Payette County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,ID-25-1013505...,https://www.auction.com/details/1687-nw-2nd-ave-fruitland-id-1745223,Auction.com,"McCarthy & Holthus, LLP",
,2946 Indigo Haven Ct,"Las Vegas, NV 89117, Clark County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,NV05000038-24,https://www.auction.com/details/2946-indigo-haven-ct-las-vegas-nv-1784198,Auction.com,TRUSTEE CORPS,Borrowers/homeowners should call (949) 252-8300
,1165 Mission Del Mar Way,"Las Vegas, NV 89123, Clark County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,20-20101-SP-N...,https://www.auction.com/details/1165-mission-del-mar-way-las-vegas-nv-1784431,Auction.com,National Default Servicing Corporation,Borrowers/homeowners should call (602) 264-6101
,4338 Caliente St Apt 5,"Las Vegas, NV 89119, Clark County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,24-035671,https://www.auction.com/details/4338-caliente-st-las-vegas-nv-1791595,Auction.com,America West Lender Services,Borrowers/homeowners should call (844) 693-4761
,9114 Thomas Ct SW,"Lakewood, WA 98498, Pierce County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA-25-1006166...,https://www.auction.com/details/9114-thomas-ct-sw-lakewood-wa-1746101,Auction.com,"McCarthy & Holthus, LLP",
,1117 156th St NW,"Gig Harbor, WA 98332, Pierce County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA-25-1009902...,https://www.auction.com/details/1117-156th-st-nw-gig-harbor-wa-1747031,Auction.com,"McCarthy & Holthus, LLP",
,1832 Celestia Dr,"Walla Walla, WA 99362, Walla Walla County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,179614,https://www.auction.com/details/1832-celestia-dr-walla-walla-wa-1747086,Auction.com,Prime Recon LLC,Borrowers/homeowners should call (888) 725-4142
,15835 92nd Avenue Ct E,"Puyallup, WA 98375, Pierce County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA-25-1010203...,https://www.auction.com/details/15835-92nd-avenue-ct-e-puyallup-wa-1750718,Auction.com,"McCarthy & Holthus, LLP",
,"300 N. Oak Harbor Street, #a201","Oak Harbor, WA 98277, Island County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA-25-1010007...,https://www.auction.com/details/300-n-oak-harbor-st-oak-harbor-wa-1750719,Auction.com,"McCarthy & Holthus, LLP",
,7900 Guemes Ave,"Clinton, WA 98236, Island County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA-24-1004102...,https://www.auction.com/details/7900-guemes-ave-clinton-wa-1764474,Auction.com,"McCarthy & Holthus, LLP",
,1213 NE 162nd Pl,"Vancouver, WA 98684, Clark County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA-16-746021-...,https://www.auction.com/details/1213-ne-162nd-pl-vancouver-wa-1766657,Auction.com,"McCarthy & Holthus, LLP",
,10586 189th St E,"Puyallup, WA 98374, Pierce County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA09000036-23,https://www.auction.com/details/10586-189th-st-e-puyallup-wa-1734456,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,17818 97th Ln E,"Puyallup, WA 98375, Pierce County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,133891-WA,https://www.auction.com/details/17818-97th-ln-e-puyallup-wa-1734767,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,3114 89th St. S.,"Lakewood, WA 98499, Pierce County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,25-01493WA,https://www.auction.com/details/3114-89th-st-s-lakewood-wa-1738214,Auction.com,"Affinia Default Services, LLC c/o McCalla Raymer Leibert Pierce",Borrowers/homeowners should call (503) 488-3527
,390 4th Ave SE,"Ephrata, WA 98823, Grant County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,133281-WA,https://www.auction.com/details/390-4th-ave-se-ephrata-wa-1738866,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,1602 SE 163rd Pl,"Vancouver, WA 98683, Clark County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,122527-WA,https://www.auction.com/details/1602-se-163rd-pl-vancouver-wa-1739203,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,635 Kimberly Ave,"Royal City, WA 99357, Grant County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA-25-1008065...,https://www.auction.com/details/635-kimberly-ave-royal-city-wa-1739508,Auction.com,"McCarthy & Holthus, LLP",
,3308 E McLoughlin Blvd,"Vancouver, WA 98661, Clark County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA-25-1009054...,https://www.auction.com/details/3308-e-mcloughlin-blvd-vancouver-wa-1739528,Auction.com,"McCarthy & Holthus, LLP",
,4482 Moresby Way,"Ferndale, WA 98248, Whatcom County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,180806,https://www.auction.com/details/4482-moresby-way-ferndale-wa-1739810,Auction.com,Prime Recon LLC,Borrowers/homeowners should call (888) 725-4142
,10609 152nd Street E,"Puyallup, WA 98374, Pierce County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,133254-WA,https://www.auction.com/details/10609-152nd-st-e-puyallup-wa-1739926,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,1410 1st St W,"South Bend, WA 98586, Pacific County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,127306-WA,https://www.auction.com/details/1410-1st-st-w-south-bend-wa-1740148,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,140 W Northshore Dr,"Moses Lake, WA 98837, Grant County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA-25-1009761...,https://www.auction.com/details/140-w-northshore-dr-moses-lake-wa-1741535,Auction.com,"McCarthy & Holthus, LLP",
,1151 Fort Rd,"Toppenish, WA 98948, Yakima County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA09000005-25,https://www.auction.com/details/1151-fort-rd-toppenish-wa-1743197,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,"6415 Hunt Highlands Loop, Unit #24a","Gig Harbor, WA 98335, Pierce County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA09000012-25,https://www.auction.com/details/6415-hunt-highlands-loop-gig-harbor-wa-1745238,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,6305 S I St,"Tacoma, WA 98408, Pierce County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA-25-1011000...,https://www.auction.com/details/6305-s-i-st-tacoma-wa-1745873,Auction.com,"McCarthy & Holthus, LLP",
,4207 Crestway Rd,"Greenbank, WA 98253, Island County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA-24-1000154...,https://www.auction.com/details/4207-crestway-rd-greenbank-wa-1745947,Auction.com,"McCarthy & Holthus, LLP",
,1614 NW 106th St,"Vancouver, WA 98685, Clark County","Friday, Sep 12, 2025
Add to calendar",9:00 am,,,WA-25-1010955...,https://www.auction.com/details/1614-nw-106th-st-vancouver-wa-1746100,Auction.com,"McCarthy & Holthus, LLP",
,25 34 Southern Drive,"Fair Lawn, NJ 07410, Bergen County","Friday, Sep 12, 2025
Add to calendar",12:00 pm,,,114220,https://www.auction.com/details/25-34-southern-dr-fair-lawn-nj-1785748,Auction.com,"Pluese, Becker, Saltzman & Thomas, LLC",Borrowers/homeowners should call (856) 813-1700
,250 Elena Street,"Cranston, RI 02920, Providence County","Friday, Sep 12, 2025
Add to calendar",12:00 pm,,,25-005591,https://www.auction.com/details/250-elena-st-cranston-ri-1784561,Auction.com,"Orlans Moran, PLLC",
,26372 Edgewater Blvd NW,"Poulsbo, WA 98370, Kitsap County","Friday, Sep 12, 2025
Add to calendar",1:00 pm,,,WA-24-994598-...,https://www.auction.com/details/26372-edgewater-blvd-nw-poulsbo-wa-1743122,Auction.com,"McCarthy & Holthus, LLP",
,513 NE Cottonwood Dr,"Bremerton, WA 98311, Kitsap County","Friday, Sep 12, 2025
Add to calendar",1:00 pm,,,24-71004,https://www.auction.com/details/513-ne-cottonwood-dr-bremerton-wa-1743124,Auction.com,"North Star Trustee, LLC",Borrowers/homeowners should call (206) 866-5345
,1962 Lincoln Avenue Southeast,"Port Orchard, WA 98366, Kitsap County","Friday, Sep 12, 2025
Add to calendar",1:00 pm,,,25-130186-FC0...,https://www.auction.com/details/1962-lincoln-ave-se-port-orchard-wa-1757870,Auction.com,Aztec Foreclosure Corp,Borrowers/homeowners should call (877) 257-0717
,8 Timbercrest Ln.,"Bella Vista, AR 72715, Benton County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,108937-1,https://www.auction.com/details/8-timbercrest-ln-bella-vista-ar-1774149,Auction.com,"Mickel Law Firm, P.A.",
,128 North Lamb Boulevard,"Las Vegas, NV 89110, Clark County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,24-70178,https://www.auction.com/details/128-n-lamb-blvd-las-vegas-nv-1788987,Auction.com,"ZBS Law, LLP",Borrowers/homeowners should call (702) 948-8565
,145 Strawberry Hill Rd,"Cumberland, VA 23040, Cumberland County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,2024-00396-VA,https://www.auction.com/details/145-strawberry-hill-rd-cumberland-va-1782932,Auction.com,Western Progressive,Borrowers/homeowners should call (866) 960-8299
,275 Anna Highview Dr,"Bumpass, VA 23024, Louisa County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,,https://www.auction.com/details/275-anna-highview-dr-bumpass-va-1784325,Auction.com,Western Progressive,Borrowers/homeowners should call (866) 960-8299
,5927 N Lindeke St,"Spokane, WA 99205, Spokane County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA-25-1010944...,https://www.auction.com/details/5927-n-lindeke-st-spokane-wa-1740203,Auction.com,"McCarthy & Holthus, LLP",
,16004 114th Ave SE,"Renton, WA 98055, King County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA07000378-24,https://www.auction.com/details/16004-114th-ave-se-renton-wa-1740286,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,"26834 27th Place South, Kent, Wa 98032","Kent, WA 98032, King County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,2025-00002-WA,https://www.auction.com/details/26834-27th-pl-s-kent-wa-1719108,Auction.com,Western Progressive,Borrowers/homeowners should call (206) 876-9986
,4212 177th Pl NE,"Arlington, WA 98223, Snohomish County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,133634-WA,https://www.auction.com/details/4212-177th-pl-ne-arlington-wa-1728319,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,12600 4th Ave W Unit 6a Aka 12600 4th Ave,"Everett, WA 98204, Snohomish County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,180642,https://www.auction.com/details/12600-4th-ave-w-everett-wa-1740420,Auction.com,Prime Recon LLC,Borrowers/homeowners should call (888) 725-4142
,2224 114th Ave NE,"Lake Stevens, WA 98258, Snohomish County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,133482-WA,https://www.auction.com/details/2224-114th-ave-ne-lake-stevens-wa-1730501,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,"817 24th Ave S, Unit #b","Seattle, WA 98144, King County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,131723-WA,https://www.auction.com/details/817-24th-ave-s-seattle-wa-1731865,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,1123 E 29th Ave,"Spokane, WA 99203, Spokane County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,132695-WA,https://www.auction.com/details/1123-e-29th-ave-spokane-wa-1733408,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,5228 North Ash Street,"Spokane, WA 99205, Spokane County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA09000026-25,https://www.auction.com/details/5228-n-ash-st-spokane-wa-1743035,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,8 5th Street,"Cheney, WA 99004, Spokane County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA-25-1009796...,https://www.auction.com/details/8-5th-st-cheney-wa-1734692,Auction.com,"McCarthy & Holthus, LLP",
,15709 Tester Rd,"Snohomish, WA 98290, Snohomish County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA-25-1008010...,https://www.auction.com/details/15709-tester-rd-snohomish-wa-1734708,Auction.com,"McCarthy & Holthus, LLP",
,795 Frost Rd,"Winlock, WA 98596, Lewis County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,133405-WA,https://www.auction.com/details/795-frost-rd-winlock-wa-1735597,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,283 18th Ave,"Longview, WA 98632, Cowlitz County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA07000015-25,https://www.auction.com/details/283-18th-ave-longview-wa-1743049,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,625 S Emens Ave,"Darrington, WA 98241, Snohomish County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA-25-1010036...,https://www.auction.com/details/625-s-emens-ave-darrington-wa-1736395,Auction.com,"McCarthy & Holthus, LLP",
,2460 S 121st Street,"Seattle, WA 98168, King County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA-25-1009480...,https://www.auction.com/details/2460-s-121st-st-seattle-wa-1736396,Auction.com,"McCarthy & Holthus, LLP",
,1816 W Irving St,"Pasco, WA 99301, Franklin County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA07000291-24,https://www.auction.com/details/1816-w-irving-st-pasco-wa-1736516,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,12713 W Powder Ct,"Airway Heights, WA 99001, Spokane County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA07000382-24,https://www.auction.com/details/12713-powder-ct-airway-heights-wa-1736518,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,8510 115th Ave NE,"Lake Stevens, WA 98258, Snohomish County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA-25-1009019...,https://www.auction.com/details/8510-115th-ave-ne-lake-stevens-wa-1744332,Auction.com,"McCarthy & Holthus, LLP",
,28821 18th Avenue South,"Federal Way, WA 98003, King County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,25-130036-FC0...,https://www.auction.com/details/28821-18th-ave-s-federal-way-wa-1736831,Auction.com,Aztec Foreclosure Corp,Borrowers/homeowners should call (877) 257-0717
,1501 Ridgeview Dr,"Cheney, WA 99004, Spokane County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA07000255-24,https://www.auction.com/details/1501-ridgeview-dr-cheney-wa-1737949,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,515 E Pine St,"Centralia, WA 98531, Lewis County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,132371-WA,https://www.auction.com/details/515-e-pine-st-centralia-wa-1738171,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,3612 94th Pl NE,"Marysville, WA 98270, Snohomish County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,180954,https://www.auction.com/details/3612-94th-pl-ne-marysville-wa-1739172,Auction.com,Prime Recon LLC,Borrowers/homeowners should call (888) 725-4142
,12632 67th Avenue SE,"Snohomish, WA 98296, Snohomish County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA05000054-24,https://www.auction.com/details/12632-67th-ave-se-snohomish-wa-1739284,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,9425 35th Ave NE,"Marysville, WA 98270, Snohomish County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA-25-1010357...,https://www.auction.com/details/9425-35th-ave-ne-marysville-wa-1744384,Auction.com,"McCarthy & Holthus, LLP",
,1065 7th Ave,"Longview, WA 98632, Cowlitz County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA07000349-24,https://www.auction.com/details/1065-7th-ave-longview-wa-1739465,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,22051 SE 267th Street,"Maple Valley, WA 98038, King County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA09000053-19,https://www.auction.com/details/22051-se-267th-st-maple-valley-wa-1739471,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,608 W Scott St,"Aberdeen, WA 98520, Grays Harbor County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,178523,https://www.auction.com/details/608-w-scott-st-aberdeen-wa-1739492,Auction.com,Prime Recon LLC,Borrowers/homeowners should call (888) 725-4142
,70 M Street,"Hoquiam, WA 98550, Grays Harbor County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA-25-1009290...,https://www.auction.com/details/70-m-st-hoquiam-wa-1739507,Auction.com,"McCarthy & Holthus, LLP",
,131 Enchanted Valley Drive,"Vader, WA 98593, Lewis County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA-25-1008534...,https://www.auction.com/details/131-enchanted-valley-dr-n-vader-wa-1739601,Auction.com,"McCarthy & Holthus, LLP",
,11905 E 12th Ave,"Spokane Valley, WA 99206, Spokane County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,22-63501,https://www.auction.com/details/11905-e-12th-ave-spokane-valley-wa-1740092,Auction.com,"North Star Trustee, LLC",Borrowers/homeowners should call (206) 866-5345
,12055 69th Ave S,"Seattle, WA 98178, King County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,129817-WA,https://www.auction.com/details/12055-69th-ave-s-seattle-wa-1760449,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,2328 116th St NE,"Tulalip, WA 98271, Snohomish County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA-24-1005072...,https://www.auction.com/details/2328-116th-st-ne-tulalip-wa-1781140,Auction.com,"McCarthy & Holthus, LLP",
,5454 NE 200th Pl,"Lk Forest Pk, WA 98155, King County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,23-10010,https://www.auction.com/details/5454-ne-200th-pl-lake-forest-park-wa-1782841,Auction.com,Ghidotti Berger LLP,Borrowers/homeowners should call (949) 427-2010
,14517 E Caprio Ave,"Spokane Valley, WA 99216, Spokane County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA07000163-24,https://www.auction.com/details/14517-e-caprio-ave-spokane-valley-wa-1783085,Auction.com,Trustee Corps,Borrowers/homeowners should call (949) 252-8300
,13412 6th Ave S,"Burien, WA 98168, King County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,129539-WA,https://www.auction.com/details/13412-6th-ave-s-burien-wa-1783534,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
,33442 Holly Ave SE,"Black Diamond, WA 98010, King County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,WA-24-998854-...,https://www.auction.com/details/33442-holly-ave-se-black-diamond-wa-1789586,Auction.com,"McCarthy & Holthus, LLP",
,8313 56th St NE,"Marysville, WA 98270, Snohomish County","Friday, Sep 05, 2025
Add to calendar",9:00 am,,,24-01338WA,https://www.auction.com/details/8313-56th-st-ne-marysville-wa-1794740,Auction.com,"Affinia Default Services, LLC c/o McCalla Raymer Leibert Pierce",Borrowers/homeowners should call (503) 488-3527
,"1208 Glider Ln, Unit A","Belgrade, MT 59714, Gallatin County","Friday, Sep 05, 2025
Add to calendar",2:00 pm,,,MT22816,https://www.auction.com/details/1208-glider-ln-belgrade-mt-1728887,Auction.com,"Halliday, Watkins and Mann, P.C.",Borrowers/homeowners should call (801) 355-2886
,205 Tracy Ann Drive,"Belgrade, MT 59714-8255, Gallatin County","Friday, Sep 05, 2025
Add to calendar",2:00 pm,,,50812,https://www.auction.com/details/205-tracy-ann-dr-belgrade-mt-1737793,Auction.com,"Halliday, Watkins and Mann, P.C.",Borrowers/homeowners should call (801) 355-2886
,849 West Cherokee Drive,"Jefferson City, TN 37760, Jefferson County","Friday, Sep 05, 2025
Add to calendar",2:00 pm,,,362699,https://www.auction.com/details/849-w-cherokee-dr-jefferson-city-tn-1778446,Auction.com,Wilson and Associates PLLC,Borrowers/homeowners should call (901) 578-9914
,5017 Wakefield Dr,"Jonesboro, AR 72404, Craighead County","Friday, Sep 05, 2025
Add to calendar",12:30 pm,,,AR-25-108060-...,https://www.auction.com/details/5017-wakefield-dr-jonesboro-ar-1766325,Auction.com,"McCarthy & Holthus, LLP",Borrowers/homeowners should call (214) 291-3800
,5400 Southwest Drive,"Jonesboro, AR 72404, Craighead (Jonesboro - Western District) County","Friday, Sep 05, 2025
Add to calendar",12:30 pm,,,25-004469-1,https://www.auction.com/details/5400-southwest-dr-jonesboro-ar-1767783,Auction.com,Padgett Law Group,
,4117 Sandra Lane,"Jonesboro, AR 72405, Craighead (Jonesboro) County","Friday, Sep 05, 2025
Add to calendar",12:30 pm,,,361625,https://www.auction.com/details/4117-sandra-ln-jonesboro-ar-1774438,Auction.com,Wilson and Associates PLLC,Borrowers/homeowners should call (501) 219-9388
,50 Manley Ln.,"Brookland, AR 72417, Craighead (Jonesboro) County","Friday, Sep 05, 2025
Add to calendar",12:30 pm,,,23-000076-453,https://www.auction.com/details/50-manley-ln-brookland-ar-1789572,Auction.com,"Mackie Wolf Zientz and Mann, P. C.",Borrowers/homeowners should call (501) 218-8111
,1342 Cresswood Dr,"Richlands, VA 24641, Tazewell County","Friday, Sep 05, 2025
Add to calendar",12:30 pm,,,VA-373290,https://www.auction.com/details/1342-cresswood-dr-richlands-va-1790644,Auction.com,"BWW Law Group, LLC",
,49 Franklin Road,"Teaneck, NJ 07666, Bergen County","Friday, Sep 05, 2025
Add to calendar",12:00 pm,,,NJ81118FC,https://www.auction.com/details/49-franklin-rd-teaneck-nj-1757663,Auction.com,"KML Law Group, P.C.",
,873 Ester Avenue,"Teaneck, NJ 07666, Bergen County","Friday, Sep 05, 2025
Add to calendar",12:00 pm,,,24-000832,https://www.auction.com/details/873-ester-ave-teaneck-nj-1785669,Auction.com,"Gross Polowy, LLC",
,88 Bergen Turnpike,"Ridgefield Park, NJ 07660, Bergen County","Friday, Sep 05, 2025
Add to calendar",12:00 pm,,,23-09420NJ,https://www.auction.com/details/88-bergen-tpke-ridgefield-park-nj-1788065,Auction.com,"McCalla Raymer Leibert Pierce, LLC",
,319 Highland Ave,"Wood Ridge, NJ 07075, Bergen County","Friday, Sep 05, 2025
Add to calendar",12:00 pm,,,,https://www.auction.com/details/319-highland-ave-wood-ridge-nj-1788892,Auction.com,FRIEDMAN VARTOLO LLP,
